id,gcf,number_16s,mean,sd,min,max,total_div
13452,GCF_019670245.1,7,3.9,2.51,0.0,9.0,5.12656805048355
13453,GCF_019670185.1,7,3.9,2.51,0.0,9.0,5.12656805048355
13454,GCF_019670225.1,7,3.9,2.51,0.0,9.0,5.12656805048355
13455,GCF_019670305.1,7,4.19,2.4,0.0,9.0,5.53668436877195
13456,GCF_019670205.1,7,4.1,2.59,0.0,9.0,5.91873625683777
13457,GCF_019670265.1,7,3.9,2.51,0.0,9.0,5.12656805048355
13458,GCF_019670285.1,7,4.1,2.49,0.0,9.0,5.52265215366066
13459,GCF_019670325.1,7,4.29,2.57,0.0,8.0,5.4651221149444
13460,GCF_019670345.1,7,3.9,2.51,0.0,9.0,5.12656805048355
13461,GCF_019670365.1,7,3.9,2.51,0.0,9.0,5.12656805048355
13462,GCF_019710375.1,7,0.57,0.93,0.0,2.0,0.820232636576818
13463,GCF_019670405.1,7,1.05,1.24,0.0,3.0,1.41850222516208
13464,GCF_019670385.1,7,3.9,2.51,0.0,9.0,5.12656805048355
13465,GCF_019670445.1,7,3.24,2.62,0.0,8.0,4.22169689779151
13466,GCF_019670425.1,7,3.1,2.57,0.0,8.0,4.35003397289315
13467,GCF_019670465.1,7,3.9,2.51,0.0,9.0,5.12656805048355
13468,GCF_019797945.1,7,8.05,3.92,1.0,13.0,11.4100655246641
13469,GCF_019710395.2,7,0.57,0.93,0.0,2.0,0.820232636576818
13470,GCF_019969195.1,7,0.76,0.62,0.0,2.0,1.00838590687367
13471,GCF_019967915.1,7,1.9,1.14,0.0,4.0,2.51152664815096
13472,GCF_019890995.1,7,10.43,5.31,2.0,21.0,14.449956049532
13473,GCF_019931635.1,7,0.76,0.83,0.0,2.0,1.00838590687367
13474,GCF_019969255.1,7,0.57,0.51,0.0,1.0,0.682908104700472
13475,GCF_019969235.1,7,0.57,0.93,0.0,2.0,0.820232636576818
13476,GCF_020150755.1,7,6.29,4.79,0.0,12.0,9.07175860718174
13477,GCF_020023795.1,7,0.0,0.0,0.0,0.0,0.0
13478,GCF_020181675.1,7,2.86,4.63,0.0,10.0,4.10116318288409
13479,GCF_020221795.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13480,GCF_020268625.1,7,6.38,5.15,0.0,11.0,9.11864464716411
13481,GCF_020410865.1,7,0.76,0.83,0.0,2.0,1.00838590687367
13482,GCF_020691705.1,7,0.57,0.51,0.0,1.0,0.682908104700472
13483,GCF_020691725.1,7,0.0,0.0,0.0,0.0,0.0
13484,GCF_020714645.1,7,0.76,0.83,0.0,2.0,1.00838590687367
13485,GCF_020714685.1,7,3.52,2.02,0.0,7.0,4.33828791426081
13486,GCF_020714705.1,7,8.05,3.94,0.0,12.0,11.4100655246641
13487,GCF_020714725.1,7,0.76,0.83,0.0,2.0,1.00838590687367
13488,GCF_020714745.1,7,1.62,1.02,0.0,3.0,2.10141032986255
13489,GCF_020714765.1,7,0.86,0.73,0.0,2.0,1.09302442298888
13490,GCF_020714865.1,7,1.33,0.86,0.0,3.0,1.82861854345048
13491,GCF_020714785.1,7,0.86,0.65,0.0,2.0,1.09302442298888
13492,GCF_020714825.1,7,8.05,3.94,0.0,12.0,11.4100655246641
13493,GCF_020714805.1,7,0.76,0.83,0.0,2.0,1.00838590687367
13494,GCF_020714845.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13495,GCF_020714885.1,7,7.76,3.96,0.0,12.0,10.9999492063757
13496,GCF_020714905.1,7,0.76,0.83,0.0,2.0,1.00838590687367
13497,GCF_020715225.1,7,0.76,0.83,0.0,2.0,1.00838590687367
13498,GCF_020714925.1,7,1.05,0.86,0.0,3.0,1.41850222516208
13499,GCF_020715045.1,7,0.76,0.83,0.0,2.0,1.00838590687367
13500,GCF_020715165.1,7,0.76,0.83,0.0,2.0,1.00838590687367
13501,GCF_020715265.1,7,0.76,0.83,0.0,2.0,1.00838590687367
13502,GCF_020715285.1,7,0.76,0.83,0.0,2.0,1.00838590687367
13503,GCF_020715305.1,7,0.76,0.83,0.0,2.0,1.00838590687367
13504,GCF_020715345.1,7,1.43,1.16,0.0,3.0,1.77593252768935
13505,GCF_020715325.1,7,0.76,0.83,0.0,2.0,1.00838590687367
13506,GCF_020715405.1,7,1.33,1.11,0.0,4.0,1.82861854345048
13507,GCF_020715365.1,7,4.57,5.06,0.0,14.0,6.69732834715026
13508,GCF_020715385.1,7,0.76,0.83,0.0,2.0,1.00838590687367
13509,GCF_020715465.1,7,0.76,0.83,0.0,2.0,1.00838590687367
13510,GCF_020715445.1,7,3.14,3.6,0.0,10.0,4.5112795011725
13511,GCF_020715425.1,7,0.76,0.83,0.0,2.0,1.00838590687367
13512,GCF_020715485.1,7,2.57,3.22,0.0,9.0,3.69104686459568
13513,GCF_020715505.1,7,0.57,0.93,0.0,2.0,0.820232636576818
13514,GCF_020715545.1,7,0.86,0.73,0.0,2.0,1.09302442298888
13515,GCF_020715525.1,7,0.57,0.93,0.0,2.0,0.820232636576818
13516,GCF_020716645.1,7,0.57,0.93,0.0,2.0,0.820232636576818
13517,GCF_020736305.1,7,8.48,4.24,1.0,14.0,11.0903876982697
13518,GCF_020736325.1,7,9.24,4.38,0.0,16.0,12.0798973670769
13519,GCF_021228955.1,7,6.48,3.6,0.0,11.0,8.61841617528557
13520,GCF_020736345.1,7,4.95,2.46,1.0,10.0,6.54507027564562
13521,GCF_020783475.1,7,0.0,0.0,0.0,0.0,0.0
13522,GCF_021266225.1,7,5.71,3.96,0.0,12.0,8.52617503435761
13523,GCF_021266245.1,7,4.0,4.67,0.0,12.0,6.30608826692827
13524,GCF_021266265.1,7,5.14,4.05,0.0,10.0,7.70594239778079
13525,GCF_021266285.1,7,6.57,4.72,0.0,13.0,9.48187492547014
13526,GCF_021266305.1,7,5.71,3.96,0.0,12.0,8.52617503435761
13527,GCF_021266345.1,7,5.14,4.05,0.0,10.0,7.70594239778079
13528,GCF_021266405.1,7,6.29,4.79,0.0,12.0,9.07175860718174
13529,GCF_021266365.1,7,9.71,6.55,0.0,22.0,14.4032707449311
13530,GCF_021266445.1,7,6.29,4.79,0.0,12.0,9.07175860718174
13531,GCF_021397675.1,7,6.0,3.35,1.0,11.0,8.43573654246364
13532,GCF_021266425.1,7,6.29,4.79,0.0,12.0,9.07175860718174
13533,GCF_021383745.1,7,0.0,0.0,0.0,0.0,0.0
13534,GCF_021397645.1,7,6.1,3.46,1.0,11.0,8.89668159917255
13535,GCF_021397625.1,7,5.9,3.39,0.0,10.0,8.7085283288757
13536,GCF_021474305.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13537,GCF_021399255.1,7,4.19,2.34,0.0,7.0,5.38048359882919
13538,GCF_021474245.1,7,0.57,0.93,0.0,2.0,0.820232636576818
13539,GCF_021474285.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13540,GCF_021474325.1,7,0.57,0.93,0.0,2.0,0.820232636576818
13541,GCF_021474345.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13542,GCF_021496255.1,7,6.62,5.49,0.0,19.0,10.1951771831125
13543,GCF_021513315.1,7,2.57,3.22,0.0,9.0,3.69104686459568
13544,GCF_021496275.1,7,6.62,5.49,0.0,19.0,10.1951771831125
13545,GCF_021713115.1,7,11.29,6.35,0.0,23.0,16.260599679433
13546,GCF_022226915.1,7,1.81,1.17,0.0,4.0,2.2895636001594
13547,GCF_022117515.1,7,4.48,4.43,0.0,9.0,5.74185659979459
13548,GCF_022162985.1,7,2.86,3.8,0.0,9.0,3.96383865100774
13549,GCF_022350005.1,7,5.24,3.36,0.0,10.0,6.38701222836223
13550,GCF_022533545.1,7,4.95,6.23,0.0,15.0,6.97012013356232
13551,GCF_022559385.1,7,5.52,3.43,0.0,10.0,8.21377349447208
13552,GCF_022557215.1,6,0.87,0.83,0.0,2.0,1.08707537716112
13553,GCF_022559345.1,7,5.52,3.43,0.0,10.0,8.21377349447208
13554,GCF_022559365.1,7,5.52,3.43,0.0,10.0,8.21377349447208
13555,GCF_022559445.1,7,5.62,3.44,0.0,10.0,8.29841201058729
13556,GCF_022559405.1,7,0.48,0.51,0.0,1.0,0.598269588585257
13557,GCF_022559425.1,7,5.62,3.44,0.0,10.0,8.29841201058729
13558,GCF_022559465.1,7,5.62,3.44,0.0,10.0,8.29841201058729
13559,GCF_022559485.1,7,5.62,3.44,0.0,10.0,8.29841201058729
13560,GCF_022559825.1,7,12.52,5.49,0.0,22.0,16.7597260914131
13561,GCF_022655645.1,7,0.0,0.0,0.0,0.0,0.0
13562,GCF_022655665.1,7,1.81,1.17,0.0,4.0,2.2895636001594
13563,GCF_022655685.1,7,1.81,1.17,0.0,4.0,2.2895636001594
13564,GCF_022655705.1,7,1.81,1.17,0.0,4.0,2.2895636001594
13565,GCF_022670675.1,7,6.38,4.48,0.0,13.0,8.39070777982189
13566,GCF_022670715.1,7,9.86,6.65,0.0,21.0,14.3135874704793
13567,GCF_022670735.1,7,9.86,6.65,0.0,21.0,14.3135874704793
13568,GCF_022670695.1,7,9.86,6.65,0.0,21.0,14.3135874704793
13569,GCF_022670775.1,7,10.05,6.71,0.0,21.0,14.4828645027097
13570,GCF_022670755.1,7,9.86,6.65,0.0,21.0,14.3135874704793
13571,GCF_022670835.1,7,0.0,0.0,0.0,0.0,0.0
13572,GCF_022760155.1,7,3.9,2.51,0.0,9.0,5.12656805048355
13573,GCF_022846635.1,7,0.0,0.0,0.0,0.0,0.0
13574,GCF_022869965.1,7,3.9,2.34,0.0,7.0,4.97036728054078
13575,GCF_022869585.1,7,3.62,2.5,0.0,7.0,5.78874263977697
13576,GCF_022870605.1,7,23.9,14.8,3.0,50.0,33.8643222346848
13577,GCF_022936345.1,7,1.9,2.28,0.0,6.0,2.6488511800273
13578,GCF_022936365.1,7,6.29,4.79,0.0,12.0,9.07175860718174
13579,GCF_022870685.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13580,GCF_022936385.1,7,1.43,1.16,0.0,3.0,1.79480876575577
13581,GCF_022936425.1,7,1.62,1.07,0.0,3.0,1.9640857979862
13582,GCF_022936485.1,7,1.43,1.16,0.0,3.0,1.79480876575577
13583,GCF_023024545.1,7,6.0,9.72,0.0,21.0,8.61244268405659
13584,GCF_023158855.1,7,5.24,2.84,0.0,9.0,6.38701222836223
13585,GCF_023330705.1,7,2.19,2.02,0.0,5.0,2.80319467262944
13586,GCF_023159325.1,7,3.62,5.02,0.0,12.0,5.92978172633457
13587,GCF_023330845.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13588,GCF_023330725.1,7,1.62,1.83,0.0,5.0,2.23873486173889
13589,GCF_023330765.1,7,0.57,0.93,0.0,2.0,0.820232636576818
13590,GCF_023330825.1,7,0.57,0.93,0.0,2.0,0.820232636576818
13591,GCF_023330785.1,7,0.57,0.93,0.0,2.0,0.820232636576818
13592,GCF_023330805.1,7,2.19,2.29,0.0,5.0,2.80319467262944
13593,GCF_023330865.1,7,0.57,0.93,0.0,2.0,0.820232636576818
13594,GCF_023330885.1,7,0.57,0.93,0.0,2.0,0.820232636576818
13595,GCF_023518135.1,7,3.14,5.09,0.0,11.0,5.33151213774932
13596,GCF_023330905.1,7,0.57,0.93,0.0,2.0,0.820232636576818
13597,GCF_023518155.1,7,0.0,0.0,0.0,0.0,0.0
13598,GCF_023379985.1,7,1.05,0.86,0.0,3.0,1.41850222516208
13599,GCF_023518195.1,7,12.38,5.98,0.0,21.0,19.6372416197277
13600,GCF_023518175.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13601,GCF_023612355.1,7,1.05,0.67,0.0,2.0,1.28117769328573
13602,GCF_023702165.1,7,3.33,1.85,0.0,6.0,4.30633541390673
13603,GCF_023746725.1,7,3.33,1.85,0.0,6.0,4.30633541390673
13604,GCF_023848615.1,7,6.86,2.89,2.0,11.0,8.62574709010112
13605,GCF_023848535.1,7,6.38,3.09,0.0,12.0,8.02747750151586
13606,GCF_024266165.1,7,3.29,4.37,0.0,10.0,4.69528933764976
13607,GCF_023848645.1,7,7.14,3.38,1.0,12.0,9.77331480619176
13608,GCF_024266125.1,7,0.0,0.0,0.0,0.0,0.0
13609,GCF_024137945.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13610,GCF_024266145.1,7,6.1,4.77,0.0,13.0,8.25338324794555
13611,GCF_024266185.1,7,7.33,4.21,0.0,13.0,10.452508356211
13612,GCF_024266205.1,7,7.9,3.79,2.0,13.0,11.2727409927878
13613,GCF_024266245.1,7,3.62,2.36,0.0,6.0,4.42292643037602
13614,GCF_024266225.1,7,3.9,2.3,0.0,9.0,4.97036728054078
13615,GCF_024266265.1,7,3.62,2.36,0.0,6.0,4.42292643037602
13616,GCF_024266285.1,7,6.0,3.77,0.0,10.0,8.50729879629119
13617,GCF_024266305.1,7,3.81,1.89,0.0,7.0,5.04192953436833
13618,GCF_024266345.1,7,5.05,2.58,0.0,9.0,6.2177351961318
13619,GCF_024266385.1,7,10.48,5.95,0.0,19.0,15.014616595804
13620,GCF_024266365.1,7,9.24,4.5,1.0,16.0,12.9451587662955
13621,GCF_024266405.1,7,5.33,3.18,0.0,11.0,7.15827340385917
13622,GCF_024266505.1,7,9.24,4.5,1.0,16.0,12.9451587662955
13623,GCF_024266425.1,7,4.19,2.4,0.0,9.0,5.53668436877195
13624,GCF_024266465.1,7,4.67,2.54,0.0,9.0,5.72298036172817
13625,GCF_024266445.1,7,4.19,2.4,0.0,9.0,5.53668436877195
13626,GCF_024266525.1,7,0.76,0.83,0.0,2.0,1.00838590687367
13627,GCF_024266565.1,7,3.9,2.51,0.0,9.0,4.97036728054078
13628,GCF_024266545.1,7,4.76,2.32,0.0,9.0,5.96381964778615
13629,GCF_024266785.1,7,10.48,5.95,0.0,19.0,15.014616595804
13630,GCF_024266875.1,7,0.86,0.65,0.0,2.0,1.09302442298888
13631,GCF_024364825.1,7,0.0,0.0,0.0,0.0,0.0
13632,GCF_024364845.1,7,0.0,0.0,0.0,0.0,0.0
13633,GCF_024364905.1,7,0.0,0.0,0.0,0.0,0.0
13634,GCF_024364885.1,7,0.0,0.0,0.0,0.0,0.0
13635,GCF_024364865.1,7,0.0,0.0,0.0,0.0,0.0
13636,GCF_024364965.1,7,0.0,0.0,0.0,0.0,0.0
13637,GCF_024364925.1,7,0.0,0.0,0.0,0.0,0.0
13638,GCF_024494525.1,7,7.38,8.24,0.0,20.0,11.2433463589099
13639,GCF_024364945.1,7,0.0,0.0,0.0,0.0,0.0
13640,GCF_024365025.1,7,0.0,0.0,0.0,0.0,0.0
13641,GCF_024364985.1,7,0.0,0.0,0.0,0.0,0.0
13642,GCF_024365005.1,7,0.0,0.0,0.0,0.0,0.0
13643,GCF_024442255.1,7,7.14,3.9,1.0,13.0,10.3209838001134
13644,GCF_024442275.1,7,7.14,3.9,1.0,13.0,10.3209838001134
13645,GCF_024507995.1,7,0.86,0.65,0.0,2.0,1.09302442298888
13646,GCF_024508075.1,7,0.86,0.65,0.0,2.0,1.09302442298888
13647,GCF_024722255.1,7,8.29,4.46,2.0,16.0,11.961449073267
13648,GCF_024722435.1,7,3.33,2.9,0.0,9.0,4.44365994578307
13649,GCF_024722455.1,7,9.05,3.73,2.0,15.0,12.9698349801407
13650,GCF_024731345.1,7,5.24,2.26,1.0,9.0,8.88337719312802
13651,GCF_024722475.1,7,13.71,10.82,2.0,36.0,19.7536591207468
13652,GCF_024917195.1,7,0.95,0.67,0.0,2.0,1.19653917717051
13653,GCF_024917215.1,7,15.52,5.06,8.0,22.0,21.6399812183638
13654,GCF_025232695.1,7,0.76,0.83,0.0,2.0,1.00838590687367
13655,GCF_025259065.1,7,0.0,0.0,0.0,0.0,0.0
13656,GCF_025311295.1,7,1.71,2.78,0.0,6.0,2.87081422801886
13657,GCF_025159055.1,7,8.57,5.07,2.0,17.0,12.3715653915554
13658,GCF_025259185.1,7,0.0,0.0,0.0,0.0,0.0
13659,GCF_025310955.1,7,5.9,3.92,0.0,13.0,8.93234865420789
13660,GCF_025259345.1,7,0.0,0.0,0.0,0.0,0.0
13661,GCF_025311075.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13662,GCF_025311235.1,7,0.0,0.0,0.0,0.0,0.0
13663,GCF_025311435.1,7,0.0,0.0,0.0,0.0,0.0
13664,GCF_025398995.1,7,7.0,2.53,2.0,12.0,9.65486651238183
13665,GCF_025399015.1,7,6.67,2.9,1.0,12.0,8.91028493514552
13666,GCF_025399075.1,7,6.67,2.96,1.0,13.0,9.14512351004328
13667,GCF_025399055.1,7,0.57,0.51,0.0,1.0,0.682908104700472
13668,GCF_025426275.1,7,1.81,0.81,0.0,3.0,2.42688813203574
13669,GCF_025643195.1,7,3.62,2.25,0.0,7.0,4.44180266844244
13670,GCF_025808235.1,7,7.52,2.84,1.0,12.0,10.4083809180862
13671,GCF_025725745.1,7,4.81,3.76,0.0,10.0,7.10953008653617
13672,GCF_025808315.1,7,6.29,2.0,2.0,10.0,8.54780987428166
13673,GCF_025808295.1,7,7.71,2.61,3.0,15.0,10.8044650212633
13674,GCF_025808275.1,7,8.33,3.01,3.0,13.0,11.3797149379626
13675,GCF_025808255.1,7,9.1,4.49,2.0,18.0,12.5017597439977
13676,GCF_026013295.1,7,0.0,0.0,0.0,0.0,0.0
13677,GCF_025808335.1,7,5.43,1.83,2.0,9.0,7.38322319746522
13678,GCF_025999715.1,7,4.95,3.85,0.0,9.0,7.34271211947476
13679,GCF_025808355.1,7,5.67,1.71,2.0,9.0,7.58540868287337
13680,GCF_026013315.1,7,0.0,0.0,0.0,0.0,0.0
13681,GCF_026153595.1,7,1.14,1.85,0.0,4.0,1.64046527315364
13682,GCF_026247685.1,7,10.0,4.1,1.0,17.0,13.477666076832
13683,GCF_026013745.1,7,0.0,0.0,0.0,0.0,0.0
13684,GCF_026248385.1,7,3.62,5.02,0.0,12.0,5.92978172633457
13685,GCF_026248545.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13686,GCF_026801955.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13687,GCF_026801915.1,7,1.05,0.97,0.0,3.0,1.41850222516208
13688,GCF_026684115.1,7,17.24,5.73,4.0,26.0,24.1271033626667
13689,GCF_026801935.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13690,GCF_026802055.1,7,0.48,0.51,0.0,1.0,0.598269588585257
13691,GCF_026873305.1,7,6.57,3.63,0.0,11.0,9.27484541710688
13692,GCF_026801995.1,7,0.48,0.51,0.0,1.0,0.598269588585257
13693,GCF_026801975.1,7,5.86,4.49,0.0,12.0,8.52803231169824
13694,GCF_026802015.1,7,0.57,0.51,0.0,1.0,0.682908104700472
13695,GCF_026802035.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13696,GCF_026873325.1,7,5.9,3.39,0.0,10.0,8.7085283288757
13697,GCF_026873345.1,7,6.19,3.68,0.0,11.0,8.98132011528777
13698,GCF_026873365.1,7,6.67,3.58,0.0,11.0,9.35948393322209
13699,GCF_026873405.1,7,6.67,3.76,0.0,12.0,9.52876096545252
13700,GCF_026873425.1,7,5.9,3.4,1.0,11.0,8.7085283288757
13701,GCF_026873385.1,7,6.1,3.51,0.0,11.0,8.89668159917255
13702,GCF_026873445.1,7,6.67,3.34,1.0,11.0,9.54763720351894
13703,GCF_026873465.1,7,6.95,3.83,1.0,13.0,10.0950780536837
13704,GCF_027474565.1,7,0.0,0.0,0.0,0.0,0.0
13705,GCF_026873485.1,7,6.95,3.85,0.0,11.0,9.63227571963415
13706,GCF_026873505.1,7,5.81,3.34,1.0,10.0,8.62388981276049
13707,GCF_026873525.1,7,5.33,4.93,0.0,12.0,8.04316625858633
13708,GCF_027942075.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13709,GCF_027701665.1,7,0.57,0.51,0.0,1.0,0.682908104700472
13710,GCF_027942135.1,7,0.57,0.6,0.0,2.0,0.820232636576818
13711,GCF_027942115.1,7,1.14,1.39,0.0,4.0,1.64046527315364
13712,GCF_027942095.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13713,GCF_027942155.1,7,6.95,3.17,1.0,13.0,9.02278714610186
13714,GCF_900086565.1,7,4.57,3.5,0.0,8.0,6.82908104700472
13715,GCF_900166885.1,7,3.9,2.51,0.0,9.0,5.12656805048355
13716,GCF_900184385.1,7,3.14,3.73,0.0,11.0,4.5112795011725
13717,GCF_900185485.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13718,GCF_900205265.1,7,1.62,0.97,0.0,3.0,2.37420211627461
13719,GCF_900205255.1,7,1.9,1.04,0.0,4.0,2.78431843456302
13720,GCF_900205275.1,7,2.52,1.47,0.0,5.0,3.43113060508982
13721,GCF_900205295.1,7,1.05,0.74,0.0,2.0,1.28117769328573
13722,GCF_900477905.1,7,3.1,4.49,0.0,10.0,4.48735850476949
13723,GCF_900477895.1,7,4.86,3.55,0.0,9.0,6.01070568776853
13724,GCF_901457615.1,22,0.19,0.56,0.0,3.0,2196.67115600679
13725,GCF_900478065.1,7,9.9,4.36,0.0,15.0,13.5700807332102
13726,GCF_907163175.1,7,0.0,0.0,0.0,0.0,0.0
13727,GCF_903992995.2,7,0.76,0.62,0.0,2.0,1.00838590687367
13728,GCF_903989485.1,7,2.57,2.16,0.0,6.0,3.29794950703306
13729,GCF_904129595.1,7,9.52,3.14,4.0,17.0,12.9677495590432
13730,GCF_907163245.1,7,0.0,0.0,0.0,0.0,0.0
13731,GCF_901457625.1,22,0.19,0.56,0.0,3.0,2196.67115600679
13732,GCF_907163145.1,7,0.0,0.0,0.0,0.0,0.0
13733,GCF_940620125.1,7,7.14,2.48,2.0,11.0,10.0104395375685
13734,GCF_940596495.1,7,2.67,1.53,0.0,6.0,3.93002887331303
13735,GCF_940599845.1,7,4.76,2.23,2.0,10.0,6.21959247347243
13736,GCF_940631035.1,7,6.95,2.06,3.0,10.0,9.92351486497431
13737,GCF_940618755.1,7,3.19,1.25,1.0,6.0,4.31622419519844
13738,GCF_003935895.2,7,1.71,1.31,0.0,4.0,2.46069790973045
13739,GCF_000283715.1,7,8.86,5.31,0.0,15.0,12.331955638082
13740,GCF_001578125.1,7,3.33,2.8,0.0,10.0,4.69943277146935
13741,GCF_000012005.1,7,0.0,0.0,0.0,0.0,0.0
13742,GCF_000006925.2,7,4.67,3.9,0.0,9.0,5.72298036172817
13743,GCF_000013585.1,7,2.86,3.07,0.0,10.0,7.38209372919136
13744,GCF_000020185.1,7,3.43,1.54,0.0,5.0,4.39097393002194
13745,GCF_000092525.1,7,6.86,4.76,0.0,14.0,9.87891498147089
13746,GCF_000007405.1,7,3.62,2.52,0.0,7.0,4.71645173219514
13747,GCF_000012025.1,7,2.57,4.17,0.0,9.0,3.69104686459568
13748,GCF_000022245.1,7,8.0,4.6,1.0,17.0,11.6378285484345
13749,GCF_000743995.1,7,0.0,0.0,0.0,0.0,0.0
13750,GCF_000783735.2,7,6.38,3.25,0.0,12.0,8.32100280333497
13751,GCF_001027225.1,7,2.0,1.45,0.0,5.0,2.61504140233259
13752,GCF_000743955.1,7,0.0,0.0,0.0,0.0,0.0
13753,GCF_001021855.1,7,3.33,2.9,0.0,9.0,4.69943277146935
13754,GCF_001518855.1,7,8.48,5.39,0.0,15.0,11.699876271802
13755,GCF_001558295.2,7,8.48,5.39,0.0,15.0,11.699876271802
13756,GCF_001579965.1,7,4.1,2.68,0.0,10.0,5.70781867834301
13757,GCF_001580175.1,7,3.33,2.52,0.0,9.0,4.69943277146935
13758,GCF_002142635.1,7,9.14,5.76,0.0,17.0,12.6236236625604
13759,GCF_002174695.2,7,20.33,6.57,8.0,32.0,28.750667993105
13760,GCF_002150905.1,7,8.48,5.39,0.0,15.0,11.699876271802
13761,GCF_002224605.1,7,8.67,4.81,0.0,15.0,11.8691533040324
13762,GCF_002224625.1,7,8.48,5.39,0.0,15.0,11.699876271802
13763,GCF_002240135.1,7,4.1,2.49,0.0,10.0,5.45204585265674
13764,GCF_002240075.1,7,3.05,2.89,0.0,10.0,4.28931645318094
13765,GCF_002240115.1,7,3.62,2.69,0.0,10.0,5.10954908975776
13766,GCF_002442535.1,7,8.48,5.39,0.0,15.0,11.699876271802
13767,GCF_002442995.2,7,4.76,2.83,0.0,10.0,6.33804076728235
13768,GCF_002949175.1,7,3.71,1.31,0.0,6.0,5.02119601896128
13769,GCF_002741615.1,7,0.48,0.51,0.0,1.0,0.598269588585257
13770,GCF_002946695.1,7,5.52,3.71,0.0,10.0,7.20910214227967
13771,GCF_002240095.1,7,4.19,3.03,0.0,11.0,5.92978172633457
13772,GCF_002741635.1,7,4.1,4.09,0.0,11.0,5.70781867834301
13773,GCF_002949255.1,7,4.86,2.65,0.0,10.0,6.56000381527391
13774,GCF_002949475.1,7,4.19,2.68,0.0,8.0,5.51780813070554
13775,GCF_002949535.1,7,4.19,1.44,0.0,6.0,5.75679013942289
13776,GCF_002949575.1,7,4.67,2.89,0.0,11.0,6.39072678304349
13777,GCF_002949775.1,7,0.76,0.62,0.0,2.0,1.00838590687367
13778,GCF_002949855.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13779,GCF_002949715.1,7,1.33,1.24,0.0,4.0,1.82861854345048
13780,GCF_002949755.1,7,0.57,0.6,0.0,2.0,0.820232636576818
13781,GCF_002949695.1,7,5.24,3.85,0.0,11.0,7.34828395149665
13782,GCF_002949675.1,7,0.0,0.0,0.0,0.0,0.0
13783,GCF_002949935.1,7,3.9,2.05,0.0,8.0,5.26389258235989
13784,GCF_002949815.1,7,0.29,0.46,0.0,1.0,0.410116318288409
13785,GCF_002949835.1,7,0.57,0.6,0.0,2.0,0.820232636576818
13786,GCF_002950215.1,7,4.0,2.49,1.0,9.0,5.34853109847511
13787,GCF_002950395.1,7,8.67,5.1,0.0,15.0,12.0253540739752
13788,GCF_002950015.1,7,6.76,4.27,0.0,12.0,8.85351011387143
13789,GCF_002950235.1,7,4.86,2.99,0.0,10.0,6.56000381527391
13790,GCF_002950335.1,7,5.71,2.35,1.0,10.0,7.67190447632921
13791,GCF_002950255.1,7,5.71,2.99,1.0,11.0,7.55345618251929
13792,GCF_002950275.1,7,3.43,1.6,0.0,5.0,4.62352634844074
13793,GCF_003265245.1,7,8.38,5.37,0.0,15.0,11.6152377556868
13794,GCF_003606425.1,7,9.05,5.57,0.0,16.0,12.5201089083788
13795,GCF_003719775.1,7,3.62,3.35,0.0,11.0,5.10954908975776
13796,GCF_003855115.1,7,10.19,5.7,1.0,18.0,14.0232496496561
13797,GCF_003855135.1,7,5.33,4.0,0.0,12.0,7.31447417380194
13798,GCF_004799585.1,7,8.95,6.97,1.0,21.0,12.2678224936169
13799,GCF_004171185.1,7,3.14,2.1,0.0,7.0,4.23663043741981
13800,GCF_007106385.1,7,8.76,5.33,0.0,15.0,12.1099925900904
13801,GCF_007106565.1,7,5.14,1.77,2.0,8.0,6.9533293165934
13802,GCF_007197595.1,7,2.38,1.2,1.0,5.0,3.10979623673621
13803,GCF_008370775.1,7,2.76,2.57,0.0,8.0,3.87920013489253
13804,GCF_008727275.1,7,3.62,2.78,0.0,10.0,5.10954908975776
13805,GCF_008727215.1,7,9.33,5.5,0.0,16.0,12.9302252266672
13806,GCF_008727255.1,7,4.38,2.62,0.0,10.0,5.98061046475508
13807,GCF_008727235.1,7,3.52,2.89,0.0,10.0,4.8875860417662
13808,GCF_009664515.1,7,0.0,0.0,0.0,0.0,0.0
13809,GCF_009664535.1,7,0.0,0.0,0.0,0.0,0.0
13810,GCF_009729995.1,7,9.05,5.31,0.0,16.0,12.5201089083788
13811,GCF_009931475.1,7,7.52,3.67,1.0,14.0,9.80526730654584
13812,GCF_009931495.1,7,10.76,5.4,1.0,19.0,14.725033992423
13813,GCF_009931515.1,7,13.0,6.05,2.0,23.0,17.9820435423273
